business_id,business_name,plan_tier,seats,mrr,signup_date,renewal_date,is_power_user_seed
BUS-005045,Quantum Labs,Free,3,0.0,2024-08-13,2026-08-13,False
BUS-005046,Umbra Works,Free,3,0.0,2024-10-12,2026-10-12,False
BUS-005047,Harbor Builders,Premium,82,727.06,2024-01-10,2027-01-09,False
BUS-005048,Cobalt Retail,Free,2,0.0,2025-06-26,2026-06-26,False
BUS-005049,Vertex Studios,Free,3,0.0,2024-03-22,2027-03-22,False
BUS-005050,Apex Trading,Free,2,0.0,2024-07-03,2026-07-03,False
BUS-005051,Globex Studios,Free,1,0.0,2024-12-09,2026-12-09,False
BUS-005052,Pioneer Supply,Free,2,0.0,2026-02-14,2027-02-14,False
BUS-005053,Initech Auto,Mid,10,89.72,2025-10-07,2026-10-07,False
BUS-005054,Cedar Bakery,Free,3,0.0,2026-02-04,2027-02-04,False
BUS-005055,Acme Media,Premium,90,249.6,2023-07-01,2026-06-30,False
BUS-005056,Globex Bakery,Free,2,0.0,2023-12-03,2026-12-02,False
BUS-005057,Summit Builders,Mid,6,70.54,2023-08-09,2026-08-08,False
BUS-005058,Apex Retail,Free,3,0.0,2026-02-25,2027-02-25,False
BUS-005059,Cobalt Supply,Free,2,0.0,2025-07-21,2026-07-21,False
BUS-005060,Nova Labs,Mid,16,68.62,2024-10-04,2026-10-04,False
BUS-005061,Cedar Supply,Free,2,0.0,2025-07-03,2026-07-03,False
BUS-005062,Iron Foods,Free,1,0.0,2024-12-20,2026-12-20,False
BUS-005063,Globex Foods,Free,2,0.0,2024-04-13,2027-04-13,False
BUS-005064,Nova Supply,Premium,24,698.04,2026-03-01,2027-03-01,False
BUS-005065,Umbra Foods,Mid,13,71.1,2025-08-28,2026-08-28,False
BUS-005066,Iron Logistics,Mid,9,30.45,2025-11-11,2026-11-11,True
BUS-005067,Umbra Studios,Premium,82,649.99,2025-08-23,2026-08-23,False
BUS-005068,Cobalt Group,Mid,16,96.36,2025-07-16,2026-07-16,False
BUS-005069,Globex Foods,Mid,13,84.39,2024-09-19,2026-09-19,True
BUS-005070,Stellar Logistics,Free,2,0.0,2025-10-26,2026-10-26,False
BUS-005071,Summit Labs,Free,1,0.0,2025-10-04,2026-10-04,False
BUS-005072,Vertex Media,Premium,53,702.98,2025-01-15,2027-01-15,False
BUS-005073,Iron Trading,Mid,10,91.17,2026-04-30,2027-04-30,False
BUS-005074,Cedar Trading,Free,2,0.0,2026-05-02,2027-05-02,False
BUS-005075,Iron Retail,Mid,17,57.05,2025-10-12,2026-10-12,False
BUS-005076,Cedar Auto,Free,1,0.0,2025-10-02,2026-10-02,False
BUS-005077,Nova Works,Mid,9,49.02,2023-09-07,2026-09-06,True
BUS-005078,Globex Works,Free,2,0.0,2024-10-31,2026-10-31,False
BUS-005079,Iron Labs,Mid,3,45.57,2023-10-26,2026-10-25,False
BUS-005080,Apex Health,Mid,6,47.29,2025-09-28,2026-09-28,False
BUS-005081,Summit Logistics,Free,3,0.0,2024-01-27,2027-01-26,False
BUS-005082,Quantum Consulting,Free,2,0.0,2026-03-31,2027-03-31,False
BUS-005083,Quantum Logistics,Free,2,0.0,2024-05-16,2027-05-16,False
BUS-005084,Apex Foods,Mid,11,33.18,2023-08-07,2026-08-06,False
BUS-005085,Acme Supply,Free,1,0.0,2025-11-19,2026-11-19,False
BUS-005086,Quantum Supply,Mid,7,58.49,2025-10-23,2026-10-23,True
BUS-005087,Globex Builders,Free,2,0.0,2026-03-22,2027-03-22,False
BUS-005088,Iron Health,Free,3,0.0,2024-02-05,2027-02-04,False
BUS-005089,Cedar Builders,Premium,58,614.94,2023-06-07,2026-06-06,False
BUS-005090,Quantum Supply,Free,2,0.0,2026-04-10,2027-04-10,False
BUS-005091,Acme Logistics,Mid,3,99.18,2023-10-14,2026-10-13,False
BUS-005092,Harbor Health,Free,1,0.0,2023-08-24,2026-08-23,False
BUS-005093,Umbra Bakery,Mid,15,44.14,2026-02-18,2027-02-18,False
BUS-005094,Globex Trading,Premium,19,415.41,2023-12-20,2026-12-19,False
BUS-005095,Initech Builders,Free,1,0.0,2025-05-21,2027-05-21,False
BUS-005096,Harbor Group,Free,1,0.0,2024-05-04,2027-05-04,False
BUS-005097,Quantum Health,Free,1,0.0,2025-01-14,2027-01-14,False
BUS-005098,Vertex Foods,Mid,14,58.5,2024-06-02,2027-06-02,False
BUS-005099,Quantum Auto,Mid,4,63.6,2026-03-11,2027-03-11,False
BUS-005100,Summit Consulting,Free,1,0.0,2026-01-11,2027-01-11,False
BUS-005101,Stellar Supply,Free,2,0.0,2024-05-22,2027-05-22,False
BUS-005102,Iron Retail,Mid,14,72.94,2023-10-13,2026-10-12,False
BUS-005103,Cedar Partners,Premium,48,608.01,2025-06-22,2026-06-22,False
BUS-005104,Pioneer Supply,Mid,5,95.04,2025-03-29,2027-03-29,False
BUS-005105,Cobalt Supply,Premium,94,296.16,2025-06-24,2026-06-24,False
BUS-005106,Quantum Builders,Mid,13,36.47,2025-11-25,2026-11-25,False
BUS-005107,Apex Works,Mid,15,38.71,2023-08-22,2026-08-21,False
BUS-005108,Umbra Partners,Premium,65,153.52,2024-04-19,2027-04-19,False
BUS-005109,Umbra Bakery,Premium,50,427.5,2025-08-21,2026-08-21,False
BUS-005110,Apex Retail,Free,2,0.0,2026-03-15,2027-03-15,False
BUS-005111,Summit Supply,Premium,57,600.07,2024-02-19,2027-02-18,False
BUS-005112,Acme Bakery,Free,3,0.0,2023-10-30,2026-10-29,False
BUS-005113,Pioneer Partners,Premium,94,736.31,2024-07-02,2026-07-02,False
BUS-005114,Cedar Studios,Free,1,0.0,2025-01-03,2027-01-03,False
BUS-005115,Apex Studios,Free,1,0.0,2024-02-15,2027-02-14,False
BUS-005116,Harbor Labs,Free,1,0.0,2026-01-12,2027-01-12,False
BUS-005117,Initech Bakery,Mid,5,57.26,2026-01-15,2027-01-15,True
BUS-005118,Bright Logistics,Mid,14,33.88,2024-07-04,2026-07-04,False
BUS-005119,Initech Studios,Mid,10,43.48,2024-11-22,2026-11-22,False
BUS-005120,Nova Retail,Premium,39,150.72,2023-06-21,2026-06-20,False
BUS-005121,Globex Supply,Free,2,0.0,2024-03-27,2027-03-27,False
BUS-005122,Initech Trading,Free,1,0.0,2025-02-12,2027-02-12,False
BUS-005123,Cobalt Works,Free,2,0.0,2025-08-22,2026-08-22,False
BUS-005124,Pioneer Media,Premium,41,526.88,2024-01-10,2027-01-09,False
BUS-005125,Nova Studios,Mid,4,72.41,2025-08-19,2026-08-19,False
BUS-005126,Apex Health,Free,1,0.0,2025-11-18,2026-11-18,False
BUS-005127,Quantum Labs,Free,2,0.0,2025-12-26,2026-12-26,False
BUS-005128,Umbra Group,Free,2,0.0,2024-11-14,2026-11-14,False
BUS-005129,Initech Group,Mid,9,65.47,2024-07-25,2026-07-25,False
BUS-005130,Initech Foods,Mid,9,49.17,2024-12-21,2026-12-21,True
BUS-005131,Apex Works,Mid,8,39.79,2025-07-03,2026-07-03,False
BUS-005132,Iron Builders,Premium,32,378.32,2024-12-28,2026-12-28,False
BUS-005133,Harbor Consulting,Mid,12,69.74,2025-05-31,2027-05-31,False
BUS-005134,Summit Builders,Premium,63,606.97,2024-11-22,2026-11-22,False
BUS-005135,Bright Bakery,Mid,6,86.1,2023-12-07,2026-12-06,False
BUS-005136,Quantum Trading,Premium,24,194.63,2025-02-03,2027-02-03,False
BUS-005137,Acme Media,Free,1,0.0,2023-06-05,2026-06-04,False
BUS-005138,Pioneer Trading,Mid,10,35.96,2024-06-20,2026-06-20,False
BUS-005139,Cobalt Trading,Mid,17,57.21,2025-05-28,2027-05-28,False
BUS-005140,Nova Labs,Free,2,0.0,2025-10-16,2026-10-16,False
BUS-005141,Umbra Group,Mid,7,96.82,2025-01-07,2027-01-07,False
BUS-005142,Apex Labs,Free,3,0.0,2024-02-12,2027-02-11,False
BUS-005143,Summit Logistics,Free,1,0.0,2024-07-10,2026-07-10,False
BUS-005144,Harbor Auto,Free,1,0.0,2025-05-11,2027-05-11,False
BUS-005145,Quantum Works,Mid,12,69.74,2023-08-06,2026-08-05,False
BUS-005146,Cobalt Media,Premium,83,267.34,2024-04-29,2027-04-29,False
BUS-005147,Iron Builders,Mid,4,69.5,2025-07-09,2026-07-09,False
BUS-005148,Iron Labs,Mid,4,34.51,2025-02-15,2027-02-15,False
BUS-005149,Nova Auto,Free,3,0.0,2023-12-15,2026-12-14,False
BUS-005150,Bright Bakery,Free,3,0.0,2023-09-29,2026-09-28,False
BUS-005151,Vertex Retail,Free,2,0.0,2024-09-14,2026-09-14,False
BUS-005152,Pioneer Supply,Free,1,0.0,2026-02-06,2027-02-06,False
BUS-005153,Nova Consulting,Premium,14,595.87,2023-06-29,2026-06-28,False
BUS-005154,Vertex Bakery,Mid,13,69.1,2023-06-22,2026-06-21,False
BUS-005155,Stellar Logistics,Free,2,0.0,2023-06-01,2027-05-31,False
BUS-005156,Bright Auto,Free,2,0.0,2025-01-19,2027-01-19,False
BUS-005157,Cobalt Studios,Mid,7,68.13,2025-07-03,2026-07-03,False
BUS-005158,Acme Health,Free,3,0.0,2023-10-28,2026-10-27,False
BUS-005159,Initech Group,Free,2,0.0,2024-12-02,2026-12-02,False
BUS-005160,Stellar Supply,Mid,5,64.3,2023-12-06,2026-12-05,False
BUS-005161,Pioneer Media,Free,1,0.0,2024-07-03,2026-07-03,False
BUS-005162,Acme Auto,Free,3,0.0,2026-03-26,2027-03-26,False
BUS-005163,Cedar Studios,Premium,14,457.96,2024-08-21,2026-08-21,False
BUS-005164,Globex Labs,Free,1,0.0,2025-03-05,2027-03-05,False
BUS-005165,Nova Studios,Free,1,0.0,2023-10-22,2026-10-21,False
BUS-005166,Quantum Labs,Free,1,0.0,2025-06-24,2026-06-24,False
BUS-005167,Cedar Retail,Mid,6,76.88,2025-07-17,2026-07-17,False
BUS-005168,Bright Studios,Premium,52,634.13,2025-09-12,2026-09-12,False
BUS-005169,Apex Foods,Mid,11,32.11,2025-09-17,2026-09-17,False
BUS-005170,Cobalt Health,Free,2,0.0,2024-03-06,2027-03-06,False
BUS-005171,Cedar Auto,Free,1,0.0,2026-05-02,2027-05-02,False
BUS-005172,Acme Supply,Free,2,0.0,2025-12-24,2026-12-24,False
BUS-005173,Iron Labs,Free,2,0.0,2024-11-10,2026-11-10,False
BUS-005174,Summit Media,Free,3,0.0,2024-09-23,2026-09-23,False
BUS-005175,Summit Studios,Mid,4,53.04,2025-10-22,2026-10-22,False
BUS-005176,Nova Health,Mid,9,88.11,2025-05-21,2027-05-21,False
BUS-005177,Harbor Labs,Free,2,0.0,2026-04-22,2027-04-22,False
BUS-005178,Stellar Bakery,Mid,15,58.56,2024-01-04,2027-01-03,True
BUS-005179,Pioneer Consulting,Free,1,0.0,2024-06-25,2026-06-25,False
BUS-005180,Stellar Works,Mid,14,41.39,2026-01-26,2027-01-26,False
BUS-005181,Globex Health,Mid,13,51.29,2024-05-18,2027-05-18,False
BUS-005182,Harbor Retail,Free,2,0.0,2025-05-12,2027-05-12,False
BUS-005183,Harbor Consulting,Mid,3,84.01,2025-11-07,2026-11-07,True
BUS-005184,Iron Works,Mid,8,65.46,2023-11-25,2026-11-24,False
BUS-005185,Initech Works,Mid,11,67.68,2024-02-01,2027-01-31,True
BUS-005186,Quantum Labs,Free,3,0.0,2026-03-27,2027-03-27,False
BUS-005187,Acme Partners,Free,2,0.0,2023-06-30,2026-06-29,False
BUS-005188,Initech Health,Free,3,0.0,2023-12-02,2026-12-01,False
BUS-005189,Harbor Health,Mid,5,42.47,2025-02-08,2027-02-08,False
BUS-005190,Pioneer Group,Mid,8,71.74,2025-04-29,2027-04-29,True
BUS-005191,Initech Bakery,Free,2,0.0,2023-07-24,2026-07-23,False
BUS-005192,Summit Media,Mid,15,61.44,2025-02-01,2027-02-01,True
BUS-005193,Cedar Media,Free,1,0.0,2023-11-11,2026-11-10,False
BUS-005194,Pioneer Works,Mid,13,37.29,2024-02-28,2027-02-27,True
BUS-005195,Pioneer Consulting,Premium,14,628.8,2025-09-23,2026-09-23,False
BUS-005196,Apex Supply,Free,1,0.0,2025-03-18,2027-03-18,False
BUS-005197,Cedar Works,Free,3,0.0,2025-03-30,2027-03-30,False
BUS-005198,Nova Foods,Free,3,0.0,2025-12-11,2026-12-11,False
BUS-005199,Apex Bakery,Free,2,0.0,2024-10-06,2026-10-06,False
BUS-005200,Nova Works,Mid,14,47.25,2023-08-27,2026-08-26,False
BUS-005201,Globex Foods,Free,2,0.0,2024-02-18,2027-02-17,False
BUS-005202,Pioneer Studios,Free,3,0.0,2023-08-14,2026-08-13,False
BUS-005203,Apex Bakery,Free,3,0.0,2023-06-21,2026-06-20,False
BUS-005204,Iron Supply,Free,2,0.0,2025-01-09,2027-01-09,False
BUS-005205,Cobalt Foods,Mid,3,79.82,2026-04-17,2027-04-17,False
BUS-005206,Cedar Media,Free,2,0.0,2024-09-03,2026-09-03,False
BUS-005207,Summit Builders,Free,3,0.0,2024-12-03,2026-12-03,False
BUS-005208,Apex Consulting,Free,1,0.0,2023-10-22,2026-10-21,False
BUS-005209,Quantum Health,Mid,5,56.99,2024-05-31,2027-05-31,False
BUS-005210,Acme Builders,Mid,16,54.83,2025-09-23,2026-09-23,False
BUS-005211,Stellar Media,Free,3,0.0,2023-06-14,2026-06-13,False
BUS-005212,Iron Group,Premium,91,576.38,2026-01-14,2027-01-14,False
BUS-005213,Quantum Partners,Free,2,0.0,2023-10-25,2026-10-24,False
BUS-005214,Apex Partners,Free,3,0.0,2025-12-08,2026-12-08,False
BUS-005215,Globex Partners,Free,1,0.0,2024-08-15,2026-08-15,False
BUS-005216,Umbra Works,Mid,14,44.74,2023-11-10,2026-11-09,False
BUS-005217,Stellar Media,Free,2,0.0,2025-10-24,2026-10-24,False
BUS-005218,Stellar Supply,Mid,13,73.85,2023-08-01,2026-07-31,False
BUS-005219,Acme Foods,Mid,5,43.35,2023-07-13,2026-07-12,False
BUS-005220,Nova Media,Premium,62,498.99,2024-06-07,2026-06-07,False
BUS-005221,Nova Supply,Mid,3,80.96,2025-01-30,2027-01-30,True
BUS-005222,Quantum Media,Free,1,0.0,2023-10-08,2026-10-07,False
BUS-005223,Iron Studios,Mid,14,53.17,2025-09-03,2026-09-03,False
BUS-005224,Stellar Studios,Free,3,0.0,2026-01-15,2027-01-15,False
BUS-005225,Initech Health,Premium,41,310.7,2023-08-11,2026-08-10,False
BUS-005226,Globex Foods,Free,3,0.0,2024-06-28,2026-06-28,False
BUS-005227,Globex Studios,Mid,8,55.77,2023-10-23,2026-10-22,False
BUS-005228,Cobalt Builders,Free,2,0.0,2025-09-14,2026-09-14,False
BUS-005229,Cedar Auto,Free,2,0.0,2024-08-09,2026-08-09,False
BUS-005230,Vertex Bakery,Mid,15,62.91,2024-02-22,2027-02-21,True
BUS-005231,Nova Partners,Mid,6,94.9,2025-10-26,2026-10-26,False
BUS-005232,Iron Supply,Mid,15,85.0,2023-12-29,2026-12-28,False
BUS-005233,Nova Foods,Free,1,0.0,2025-05-24,2027-05-24,False
BUS-005234,Bright Auto,Mid,13,31.85,2024-03-05,2027-03-05,False
BUS-005235,Pioneer Auto,Free,1,0.0,2024-11-25,2026-11-25,False
BUS-005236,Globex Studios,Free,2,0.0,2024-06-22,2026-06-22,False
BUS-005237,Acme Partners,Premium,37,573.42,2023-12-09,2026-12-08,False
BUS-005238,Stellar Foods,Free,3,0.0,2024-08-04,2026-08-04,False
BUS-005239,Globex Builders,Mid,10,58.7,2025-04-07,2027-04-07,False
BUS-005240,Quantum Supply,Mid,9,32.48,2023-06-05,2026-06-04,False
BUS-005241,Bright Labs,Mid,14,76.25,2025-07-17,2026-07-17,False
BUS-005242,Nova Trading,Free,3,0.0,2025-04-23,2027-04-23,False
BUS-005243,Iron Trading,Mid,8,96.42,2026-03-18,2027-03-18,False
BUS-005244,Initech Media,Free,2,0.0,2026-03-17,2027-03-17,False
BUS-005245,Stellar Builders,Mid,5,32.71,2025-03-06,2027-03-06,False
BUS-005246,Bright Partners,Free,1,0.0,2023-10-11,2026-10-10,False
BUS-005247,Stellar Foods,Premium,24,379.44,2025-12-04,2026-12-04,False
BUS-005248,Vertex Supply,Mid,16,46.18,2025-12-07,2026-12-07,False
BUS-005249,Quantum Labs,Mid,12,40.27,2026-04-29,2027-04-29,False
BUS-005250,Bright Trading,Free,1,0.0,2025-05-15,2027-05-15,False
BUS-005251,Quantum Works,Premium,81,225.55,2025-07-11,2026-07-11,False
BUS-005252,Iron Trading,Free,2,0.0,2025-04-27,2027-04-27,False
BUS-005253,Cobalt Works,Free,3,0.0,2024-07-10,2026-07-10,False
BUS-005254,Stellar Studios,Mid,17,68.33,2025-07-11,2026-07-11,True
BUS-005255,Acme Logistics,Free,3,0.0,2023-06-08,2026-06-07,False
BUS-005256,Summit Builders,Premium,31,402.83,2026-01-16,2027-01-16,False
BUS-005257,Harbor Studios,Free,2,0.0,2024-04-16,2027-04-16,False
BUS-005258,Bright Labs,Mid,7,64.37,2026-04-08,2027-04-08,False
BUS-005259,Cedar Media,Mid,17,88.12,2024-11-07,2026-11-07,False
BUS-005260,Iron Works,Free,2,0.0,2025-02-13,2027-02-13,False
BUS-005261,Acme Builders,Mid,10,64.64,2024-11-16,2026-11-16,True
BUS-005262,Iron Trading,Free,2,0.0,2023-09-19,2026-09-18,False
BUS-005263,Iron Studios,Premium,21,235.37,2023-06-17,2026-06-16,False
BUS-005264,Globex Studios,Free,1,0.0,2024-02-08,2027-02-07,False
BUS-005265,Initech Supply,Free,1,0.0,2024-02-03,2027-02-02,False
BUS-005266,Acme Media,Free,2,0.0,2026-03-11,2027-03-11,False
BUS-005267,Bright Trading,Free,2,0.0,2025-12-03,2026-12-03,False
BUS-005268,Acme Retail,Free,3,0.0,2024-02-10,2027-02-09,False
BUS-005269,Apex Health,Free,3,0.0,2024-02-02,2027-02-01,False
BUS-005270,Nova Works,Premium,83,652.87,2025-12-24,2026-12-24,False
BUS-005271,Cedar Studios,Mid,6,92.83,2025-05-13,2027-05-13,False
BUS-005272,Cedar Logistics,Mid,8,46.68,2024-03-31,2027-03-31,False
BUS-005273,Cedar Labs,Mid,15,31.26,2025-11-10,2026-11-10,False
BUS-005274,Cobalt Labs,Free,1,0.0,2025-09-04,2026-09-04,False
BUS-005275,Umbra Auto,Mid,15,80.68,2024-02-05,2027-02-04,False
BUS-005276,Umbra Trading,Free,2,0.0,2023-09-20,2026-09-19,False
BUS-005277,Summit Foods,Free,2,0.0,2026-01-05,2027-01-05,False
BUS-005278,Iron Supply,Free,3,0.0,2024-04-01,2027-04-01,False
BUS-005279,Bright Logistics,Free,1,0.0,2024-09-10,2026-09-10,False
BUS-005280,Acme Trading,Mid,8,98.21,2025-10-29,2026-10-29,True
BUS-005281,Pioneer Labs,Mid,3,87.07,2023-07-23,2026-07-22,False
BUS-005282,Summit Partners,Mid,3,56.06,2025-07-04,2026-07-04,False
BUS-005283,Vertex Trading,Free,3,0.0,2025-01-19,2027-01-19,False
BUS-005284,Cobalt Auto,Free,3,0.0,2025-05-17,2027-05-17,False
BUS-005285,Harbor Foods,Premium,87,434.02,2023-10-04,2026-10-03,False
BUS-005286,Summit Builders,Premium,64,342.77,2023-10-23,2026-10-22,False
BUS-005287,Cedar Consulting,Mid,5,54.26,2024-03-10,2027-03-10,False
BUS-005288,Summit Bakery,Free,1,0.0,2024-01-27,2027-01-26,False
BUS-005289,Iron Health,Free,3,0.0,2025-02-26,2027-02-26,False
BUS-005290,Initech Retail,Free,3,0.0,2024-04-14,2027-04-14,False
BUS-005291,Iron Group,Free,3,0.0,2025-01-19,2027-01-19,False
BUS-005292,Umbra Supply,Mid,9,81.91,2023-10-31,2026-10-30,False
BUS-005293,Initech Works,Mid,3,88.62,2024-07-18,2026-07-18,False
BUS-005294,Pioneer Health,Free,3,0.0,2026-01-29,2027-01-29,False
BUS-005295,Globex Trading,Mid,9,66.13,2025-11-24,2026-11-24,False
BUS-005296,Apex Consulting,Free,2,0.0,2023-07-09,2026-07-08,False
BUS-005297,Iron Builders,Free,1,0.0,2024-05-06,2027-05-06,False
BUS-005298,Stellar Consulting,Free,1,0.0,2023-11-22,2026-11-21,False
BUS-005299,Nova Works,Free,1,0.0,2024-07-24,2026-07-24,False
BUS-005300,Globex Auto,Mid,4,36.8,2025-09-08,2026-09-08,True
BUS-005301,Bright Media,Mid,16,34.96,2024-12-08,2026-12-08,False
BUS-005302,Bright Bakery,Mid,16,41.62,2024-12-23,2026-12-23,False
BUS-005303,Iron Retail,Free,1,0.0,2026-01-17,2027-01-17,False
BUS-005304,Globex Studios,Mid,14,95.59,2026-04-17,2027-04-17,False
BUS-005305,Nova Auto,Free,2,0.0,2024-11-08,2026-11-08,False
BUS-005306,Harbor Health,Mid,10,76.39,2025-08-03,2026-08-03,True
BUS-005307,Cobalt Bakery,Free,1,0.0,2023-06-11,2026-06-10,False
BUS-005308,Cedar Builders,Mid,5,97.79,2024-10-04,2026-10-04,False
BUS-005309,Summit Consulting,Free,2,0.0,2026-04-24,2027-04-24,False
BUS-005310,Cedar Partners,Mid,17,61.9,2025-10-04,2026-10-04,False
BUS-005311,Initech Works,Premium,33,198.36,2023-12-06,2026-12-05,False
BUS-005312,Cedar Auto,Free,2,0.0,2026-01-27,2027-01-27,False
BUS-005313,Bright Works,Mid,12,88.25,2025-04-29,2027-04-29,False
BUS-005314,Cedar Media,Mid,11,66.73,2023-09-14,2026-09-13,False
BUS-005315,Initech Foods,Free,2,0.0,2024-09-08,2026-09-08,False
BUS-005316,Stellar Group,Free,1,0.0,2025-07-30,2026-07-30,False
BUS-005317,Vertex Works,Premium,10,564.75,2023-11-26,2026-11-25,False
BUS-005318,Cedar Supply,Free,1,0.0,2025-03-03,2027-03-03,False
BUS-005319,Nova Builders,Premium,76,511.69,2025-09-19,2026-09-19,False
BUS-005320,Quantum Group,Mid,11,50.04,2024-09-08,2026-09-08,False
BUS-005321,Initech Auto,Mid,13,54.46,2025-09-03,2026-09-03,False
BUS-005322,Nova Foods,Free,2,0.0,2025-07-30,2026-07-30,False
BUS-005323,Acme Group,Premium,17,729.65,2023-09-24,2026-09-23,False
BUS-005324,Acme Media,Free,2,0.0,2023-06-08,2026-06-07,False
BUS-005325,Nova Works,Premium,23,377.26,2025-08-09,2026-08-09,False
BUS-005326,Iron Consulting,Mid,7,46.89,2026-01-16,2027-01-16,False
BUS-005327,Bright Consulting,Mid,17,75.54,2023-08-01,2026-07-31,True
BUS-005328,Bright Retail,Free,2,0.0,2024-05-13,2027-05-13,False
BUS-005329,Stellar Labs,Premium,23,228.04,2025-11-29,2026-11-29,False
BUS-005330,Globex Supply,Free,1,0.0,2023-08-09,2026-08-08,False
BUS-005331,Pioneer Media,Free,2,0.0,2024-08-31,2026-08-31,False
BUS-005332,Pioneer Group,Free,2,0.0,2025-01-15,2027-01-15,False
BUS-005333,Acme Consulting,Free,2,0.0,2025-11-22,2026-11-22,False
BUS-005334,Initech Consulting,Mid,11,77.65,2025-05-09,2027-05-09,False
BUS-005335,Bright Trading,Premium,76,572.94,2024-03-15,2027-03-15,False
BUS-005336,Apex Health,Premium,50,650.51,2024-10-23,2026-10-23,False
BUS-005337,Summit Works,Free,3,0.0,2025-06-18,2026-06-18,False
BUS-005338,Initech Foods,Premium,52,242.47,2024-12-24,2026-12-24,False
BUS-005339,Vertex Retail,Mid,5,87.01,2023-10-05,2026-10-04,True
BUS-005340,Bright Health,Mid,17,31.17,2023-12-01,2026-11-30,False
BUS-005341,Apex Studios,Free,2,0.0,2023-08-24,2026-08-23,False
BUS-005342,Vertex Partners,Free,3,0.0,2024-06-11,2026-06-11,False
BUS-005343,Acme Foods,Free,2,0.0,2024-03-20,2027-03-20,False
BUS-005344,Iron Foods,Free,3,0.0,2023-08-19,2026-08-18,False
BUS-005345,Quantum Foods,Mid,10,97.9,2026-04-20,2027-04-20,False
BUS-005346,Pioneer Partners,Free,3,0.0,2024-05-24,2027-05-24,False
BUS-005347,Stellar Studios,Free,2,0.0,2025-05-14,2027-05-14,False
BUS-005348,Globex Builders,Premium,67,449.82,2026-02-19,2027-02-19,False
BUS-005349,Cobalt Retail,Free,2,0.0,2024-05-04,2027-05-04,False
BUS-005350,Quantum Studios,Free,1,0.0,2023-10-01,2026-09-30,False
BUS-005351,Acme Health,Free,2,0.0,2023-10-30,2026-10-29,False
BUS-005352,Harbor Health,Mid,15,47.82,2025-06-26,2026-06-26,False
BUS-005353,Iron Works,Premium,76,512.18,2025-02-02,2027-02-02,False
BUS-005354,Initech Auto,Mid,7,37.3,2024-01-04,2027-01-03,False
BUS-005355,Iron Foods,Mid,9,74.63,2024-09-27,2026-09-27,False
BUS-005356,Acme Health,Free,2,0.0,2024-03-17,2027-03-17,False
BUS-005357,Bright Partners,Premium,45,458.94,2024-11-09,2026-11-09,False
BUS-005358,Initech Consulting,Mid,6,43.12,2025-05-04,2027-05-04,False
BUS-005359,Pioneer Works,Free,3,0.0,2024-06-27,2026-06-27,False
BUS-005360,Vertex Foods,Premium,66,167.4,2023-12-20,2026-12-19,False
BUS-005361,Bright Builders,Mid,7,95.8,2024-10-10,2026-10-10,False
BUS-005362,Harbor Retail,Free,2,0.0,2026-03-16,2027-03-16,False
BUS-005363,Quantum Foods,Free,1,0.0,2026-01-28,2027-01-28,False
BUS-005364,Cobalt Logistics,Mid,3,78.57,2024-12-26,2026-12-26,False
BUS-005365,Quantum Auto,Premium,58,236.27,2025-01-31,2027-01-31,False
BUS-005366,Harbor Logistics,Free,3,0.0,2026-01-15,2027-01-15,False
BUS-005367,Umbra Auto,Free,3,0.0,2026-03-31,2027-03-31,False
BUS-005368,Iron Labs,Mid,6,61.99,2025-03-26,2027-03-26,False
BUS-005369,Cobalt Consulting,Free,3,0.0,2023-10-26,2026-10-25,False
BUS-005370,Harbor Supply,Free,2,0.0,2025-12-10,2026-12-10,False
BUS-005371,Iron Health,Free,2,0.0,2024-04-11,2027-04-11,False
BUS-005372,Harbor Auto,Free,2,0.0,2024-06-06,2026-06-06,False
BUS-005373,Quantum Supply,Premium,13,684.62,2024-07-10,2026-07-10,False
BUS-005374,Iron Bakery,Free,3,0.0,2025-11-16,2026-11-16,False
BUS-005375,Initech Foods,Free,2,0.0,2024-09-25,2026-09-25,False
BUS-005376,Pioneer Studios,Mid,5,78.28,2025-08-09,2026-08-09,False
BUS-005377,Initech Supply,Mid,3,95.97,2023-07-14,2026-07-13,True
BUS-005378,Pioneer Partners,Mid,4,91.16,2025-04-21,2027-04-21,True
BUS-005379,Nova Trading,Free,2,0.0,2024-07-19,2026-07-19,False
BUS-005380,Apex Builders,Mid,3,85.26,2025-07-31,2026-07-31,False
BUS-005381,Nova Health,Free,1,0.0,2023-06-19,2026-06-18,False
BUS-005382,Quantum Consulting,Premium,34,643.52,2024-04-22,2027-04-22,False
BUS-005383,Summit Labs,Mid,4,85.0,2024-09-29,2026-09-29,False
BUS-005384,Acme Builders,Mid,5,70.79,2023-11-23,2026-11-22,False
BUS-005385,Globex Auto,Free,3,0.0,2025-11-04,2026-11-04,False
BUS-005386,Globex Labs,Mid,13,41.53,2023-08-29,2026-08-28,False
BUS-005387,Initech Studios,Free,2,0.0,2024-12-03,2026-12-03,False
BUS-005388,Bright Labs,Mid,13,46.57,2025-06-23,2026-06-23,False
BUS-005389,Umbra Retail,Free,3,0.0,2025-11-07,2026-11-07,False
BUS-005390,Pioneer Partners,Mid,14,97.43,2025-01-12,2027-01-12,False
BUS-005391,Vertex Works,Free,1,0.0,2023-12-01,2026-11-30,False
BUS-005392,Vertex Partners,Free,2,0.0,2025-11-07,2026-11-07,False
BUS-005393,Umbra Studios,Free,1,0.0,2025-09-09,2026-09-09,False
